0.00.346.112 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.486.985 W srv  llama_server: -----------------
0.00.486.987 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.486.987 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.486.987 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.486.987 W srv  llama_server: -----------------
0.00.488.413 I srv    load_model: loading model 'esatapedico/Qwen3.8-27B-NVFP4-MTP-GGUF:HIGH'
0.02.810.048 I common_speculative_init_result: creating MTP draft context against the target model '/home/wes/.cache/huggingface/hub/models--esatapedico--Qwen3.8-27B-NVFP4-MTP-GGUF/snapshots/d5c5cada4f916312e0dab46109301dcbfdda93a1/Qwen3.8-27B-NVFP4-MTP-HIGH.gguf'
0.02.913.409 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 262144, kv_unified = 'true'
0.02.991.207 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.02.991.234 I srv  llama_server: model loaded
0.02.991.237 I srv  llama_server: listening on http://0.0.0.0:8090
0.04.506.346 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.37.323.714 I slot print_timing: id  0 | task 971 |       total time =    1562.59 ms /   814 tokens
0.37.323.715 I slot print_timing: id  0 | task 971 |    graphs reused =        929
0.37.323.717 I slot print_timing: id  0 | task 971 | draft acceptance = 0.54018 (  121 accepted /   224 generated), mean len =  3.16
0.37.323.776 I slot      release: id  0 | task 971 | stop processing: n_tokens = 817, truncated = 0
0.37.346.838 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.37.346.910 I slot launch_slot_: id  0 | task 1033 | processing task, is_child = 0
0.38.907.019 I slot print_timing: id  0 | task 1033 | prompt eval time =     236.84 ms /   640 tokens (    0.37 ms per token,  2702.25 tokens per second)
0.38.907.020 I slot print_timing: id  0 | task 1033 |        eval time =    1322.20 ms /   174 tokens (    7.60 ms per token,   131.60 tokens per second)
0.38.907.021 I slot print_timing: id  0 | task 1033 |       total time =    1559.04 ms /   814 tokens
0.38.907.021 I slot print_timing: id  0 | task 1033 |    graphs reused =        983
0.38.907.023 I slot print_timing: id  0 | task 1033 | draft acceptance = 0.54018 (  121 accepted /   224 generated), mean len =  3.16
0.38.907.084 I slot      release: id  0 | task 1033 | stop processing: n_tokens = 817, truncated = 0
0.38.947.908 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.38.947.981 I slot launch_slot_: id  0 | task 1095 | processing task, is_child = 0
0.40.511.284 I slot print_timing: id  0 | task 1095 | prompt eval time =     237.64 ms /   640 tokens (    0.37 ms per token,  2693.13 tokens per second)
0.40.511.286 I slot print_timing: id  0 | task 1095 |        eval time =    1324.19 ms /   174 tokens (    7.61 ms per token,   131.40 tokens per second)
0.40.511.286 I slot print_timing: id  0 | task 1095 |       total time =    1561.83 ms /   814 tokens
0.40.511.287 I slot print_timing: id  0 | task 1095 |    graphs reused =       1037
0.40.511.289 I slot print_timing: id  0 | task 1095 | draft acceptance = 0.54018 (  121 accepted /   224 generated), mean len =  3.16
0.40.511.323 I slot      release: id  0 | task 1095 | stop processing: n_tokens = 817, truncated = 0
0.40.647.833 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.40.647.961 I slot launch_slot_: id  0 | task 1157 | processing task, is_child = 0
0.43.705.418 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  16453, progress = 0.15, t =   3.06 s / 5382.33 tokens per second
0.44.122.743 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  18501, progress = 0.17, t =   3.47 s / 5325.29 tokens per second
0.44.549.476 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  20549, progress = 0.19, t =   3.90 s / 5267.74 tokens per second
0.44.986.201 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  22597, progress = 0.21, t =   4.34 s / 5209.52 tokens per second
0.45.432.664 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  24645, progress = 0.22, t =   4.78 s / 5151.44 tokens per second
0.45.889.439 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  26693, progress = 0.24, t =   5.24 s / 5093.23 tokens per second
0.46.357.450 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  28741, progress = 0.26, t =   5.71 s / 5034.43 tokens per second
0.46.838.060 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  30789, progress = 0.28, t =   6.19 s / 4974.40 tokens per second
0.47.333.543 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  32837, progress = 0.30, t =   6.68 s / 4912.06 tokens per second
0.47.844.329 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  34885, progress = 0.32, t =   7.20 s / 4847.99 tokens per second
0.48.370.757 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  36933, progress = 0.34, t =   7.72 s / 4782.71 tokens per second
0.48.912.029 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  38981, progress = 0.36, t =   8.26 s / 4717.27 tokens per second
0.49.466.271 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  41029, progress = 0.37, t =   8.82 s / 4653.02 tokens per second
0.50.033.469 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  43077, progress = 0.39, t =   9.38 s / 4590.03 tokens per second
0.50.613.478 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  45125, progress = 0.41, t =   9.96 s / 4528.39 tokens per second
0.51.206.558 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  47173, progress = 0.43, t =  10.56 s / 4467.99 tokens per second
0.51.812.448 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  49221, progress = 0.45, t =  11.16 s / 4408.95 tokens per second
0.52.430.182 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  51269, progress = 0.47, t =  11.78 s / 4351.61 tokens per second
0.53.061.057 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  53317, progress = 0.49, t =  12.41 s / 4295.43 tokens per second
0.53.704.025 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  55365, progress = 0.50, t =  13.06 s / 4240.75 tokens per second
0.54.358.871 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  57413, progress = 0.52, t =  13.71 s / 4187.58 tokens per second
0.55.026.790 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  59461, progress = 0.54, t =  14.38 s / 4135.49 tokens per second
0.55.708.004 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  61509, progress = 0.56, t =  15.06 s / 4084.42 tokens per second
0.56.401.334 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  63557, progress = 0.58, t =  15.75 s / 4034.66 tokens per second
0.57.107.289 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  65605, progress = 0.60, t =  16.46 s / 3986.03 tokens per second
0.57.824.692 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  67653, progress = 0.62, t =  17.18 s / 3938.78 tokens per second
0.58.556.232 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  69701, progress = 0.64, t =  17.91 s / 3892.24 tokens per second
0.59.299.985 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  71749, progress = 0.65, t =  18.65 s / 3846.84 tokens per second
1.00.055.310 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  73797, progress = 0.67, t =  19.41 s / 3802.65 tokens per second
1.00.825.125 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  75845, progress = 0.69, t =  20.18 s / 3759.07 tokens per second
1.01.609.713 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  77893, progress = 0.71, t =  20.96 s / 3716.07 tokens per second
1.02.404.878 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  79941, progress = 0.73, t =  21.76 s / 3674.38 tokens per second
1.03.213.779 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  81989, progress = 0.75, t =  22.57 s / 3633.42 tokens per second
1.04.035.485 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  84037, progress = 0.77, t =  23.39 s / 3593.33 tokens per second
1.04.871.661 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  86085, progress = 0.78, t =  24.22 s / 3553.84 tokens per second
1.05.721.487 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  88133, progress = 0.80, t =  25.07 s / 3515.07 tokens per second
1.06.583.642 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  90181, progress = 0.82, t =  25.94 s / 3477.18 tokens per second
1.07.459.122 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  92229, progress = 0.84, t =  26.81 s / 3440.03 tokens per second
1.08.347.089 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  94277, progress = 0.86, t =  27.70 s / 3403.68 tokens per second
1.09.248.648 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  96325, progress = 0.88, t =  28.60 s / 3368.00 tokens per second
1.10.161.877 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens =  98373, progress = 0.90, t =  29.51 s / 3333.17 tokens per second
1.11.088.904 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens = 100421, progress = 0.91, t =  30.44 s / 3298.95 tokens per second
1.12.029.379 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens = 102469, progress = 0.93, t =  31.38 s / 3265.34 tokens per second
1.12.982.976 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens = 104517, progress = 0.95, t =  32.33 s / 3232.38 tokens per second
1.13.952.478 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens = 106565, progress = 0.97, t =  33.30 s / 3199.77 tokens per second
1.14.933.049 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens = 108613, progress = 0.99, t =  34.28 s / 3167.99 tokens per second
1.15.262.402 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens = 109237, progress = 1.00, t =  34.61 s / 3155.88 tokens per second
1.15.612.858 I slot print_timing: id  0 | task 1157 | prompt processing, n_tokens = 109749, progress = 1.00, t =  34.96 s / 3138.89 tokens per second
1.18.755.948 I slot print_timing: id  0 | task 1157 | n_decoded =    259, tg =  85.88 t/s, tg_3s =  85.87 t/s
1.21.769.116 I slot print_timing: id  0 | task 1157 | n_decoded =    536, tg =  88.90 t/s, tg_3s =  91.93 t/s
1.24.781.543 I slot print_timing: id  0 | task 1157 | n_decoded =    816, tg =  90.25 t/s, tg_3s =  92.95 t/s
1.27.789.957 I slot print_timing: id  0 | task 1157 | n_decoded =   1151, tg =  95.52 t/s, tg_3s = 111.35 t/s
1.30.703.334 I slot print_timing: id  0 | task 1157 | prompt eval time =   35091.19 ms / 109753 tokens (    0.32 ms per token,  3127.65 tokens per second)
1.30.703.336 I slot print_timing: id  0 | task 1157 |        eval time =   14963.40 ms /  1492 tokens (   10.03 ms per token,    99.71 tokens per second)
1.30.703.336 I slot print_timing: id  0 | task 1157 |       total time =   50054.60 ms / 111245 tokens
1.30.703.337 I slot print_timing: id  0 | task 1157 |    graphs reused =       1525
1.30.703.339 I slot print_timing: id  0 | task 1157 | draft acceptance = 0.50354 (  997 accepted /  1980 generated), mean len =  3.01
1.30.705.317 I slot      release: id  0 | task 1157 | stop processing: n_tokens = 111245, truncated = 0
1.30.890.303 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
1.30.890.455 I slot launch_slot_: id  0 | task 1711 | processing task, is_child = 0
1.33.990.572 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  16453, progress = 0.15, t =   3.10 s / 5308.21 tokens per second
1.34.414.409 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  18501, progress = 0.17, t =   3.52 s / 5250.93 tokens per second
1.34.847.860 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  20549, progress = 0.19, t =   3.96 s / 5193.30 tokens per second
1.35.291.010 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  22597, progress = 0.21, t =   4.40 s / 5135.71 tokens per second
1.35.744.800 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  24645, progress = 0.22, t =   4.85 s / 5077.50 tokens per second
1.36.208.962 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  26693, progress = 0.24, t =   5.32 s / 5019.43 tokens per second
1.36.684.153 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  28741, progress = 0.26, t =   5.79 s / 4961.23 tokens per second
1.37.172.413 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  30789, progress = 0.28, t =   6.28 s / 4901.63 tokens per second
1.37.676.193 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  32837, progress = 0.30, t =   6.79 s / 4839.53 tokens per second
1.38.195.715 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  34885, progress = 0.32, t =   7.30 s / 4775.70 tokens per second
1.38.732.164 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  36933, progress = 0.34, t =   7.84 s / 4710.16 tokens per second
1.39.283.356 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  38981, progress = 0.36, t =   8.39 s / 4644.84 tokens per second
1.39.848.362 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  41029, progress = 0.37, t =   8.96 s / 4580.49 tokens per second
1.40.426.521 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  43077, progress = 0.39, t =   9.54 s / 4517.54 tokens per second
1.41.017.364 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  45125, progress = 0.41, t =  10.13 s / 4456.20 tokens per second
1.41.620.592 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  47173, progress = 0.43, t =  10.73 s / 4396.55 tokens per second
1.42.236.948 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  49221, progress = 0.45, t =  11.35 s / 4338.21 tokens per second
1.42.865.279 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  51269, progress = 0.47, t =  11.97 s / 4281.60 tokens per second
1.43.507.086 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  53317, progress = 0.49, t =  12.62 s / 4226.12 tokens per second
1.44.160.848 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  55365, progress = 0.50, t =  13.27 s / 4172.25 tokens per second
1.44.827.661 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  57413, progress = 0.52, t =  13.94 s / 4119.58 tokens per second
1.45.506.713 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  59461, progress = 0.54, t =  14.62 s / 4068.30 tokens per second
1.46.198.706 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  61509, progress = 0.56, t =  15.31 s / 4018.18 tokens per second
1.46.903.343 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  63557, progress = 0.58, t =  16.01 s / 3969.26 tokens per second
1.47.620.579 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  65605, progress = 0.60, t =  16.73 s / 3921.50 tokens per second
1.48.351.400 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  67653, progress = 0.62, t =  17.46 s / 3874.66 tokens per second
1.49.094.485 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  69701, progress = 0.64, t =  18.20 s / 3829.00 tokens per second
1.49.850.936 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  71749, progress = 0.65, t =  18.96 s / 3784.25 tokens per second
1.50.619.130 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  73797, progress = 0.67, t =  19.73 s / 3740.71 tokens per second
1.51.400.428 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  75845, progress = 0.69, t =  20.51 s / 3698.06 tokens per second
1.52.195.303 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  77893, progress = 0.71, t =  21.30 s / 3656.22 tokens per second
1.53.001.572 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  79941, progress = 0.73, t =  22.11 s / 3615.52 tokens per second
1.53.820.817 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  81989, progress = 0.75, t =  22.93 s / 3575.66 tokens per second
1.54.654.021 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  84037, progress = 0.77, t =  23.76 s / 3536.47 tokens per second
1.55.500.284 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  86085, progress = 0.78, t =  24.61 s / 3498.07 tokens per second
1.56.361.695 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  88133, progress = 0.80, t =  25.47 s / 3460.18 tokens per second
1.57.234.859 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  90181, progress = 0.82, t =  26.34 s / 3423.23 tokens per second
1.58.119.359 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  92229, progress = 0.84, t =  27.23 s / 3387.24 tokens per second
1.59.018.625 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  94277, progress = 0.86, t =  28.13 s / 3351.76 tokens per second
1.59.927.697 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  96325, progress = 0.88, t =  29.04 s / 3317.36 tokens per second
2.00.856.088 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens =  98373, progress = 0.90, t =  29.97 s / 3282.92 tokens per second
2.01.794.424 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens = 100421, progress = 0.91, t =  30.90 s / 3249.51 tokens per second
2.02.746.867 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens = 102469, progress = 0.93, t =  31.86 s / 3216.65 tokens per second
2.03.710.741 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens = 104517, progress = 0.95, t =  32.82 s / 3184.58 tokens per second
2.04.687.464 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens = 106565, progress = 0.97, t =  33.80 s / 3153.14 tokens per second
2.05.679.962 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens = 108613, progress = 0.99, t =  34.79 s / 3122.06 tokens per second
2.06.011.227 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens = 109237, progress = 1.00, t =  35.12 s / 3110.38 tokens per second
2.06.360.364 I slot print_timing: id  0 | task 1711 | prompt processing, n_tokens = 109749, progress = 1.00, t =  35.47 s / 3094.19 tokens per second
