0.00.352.962 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.489.550 W srv  llama_server: -----------------
0.00.489.552 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.489.552 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.489.552 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.489.552 W srv  llama_server: -----------------
9.49.962.249 I srv    load_model: loading model 'ggml-org/Qwen3.5-35B-A3B-GGUF:Q8_0'
9.53.925.275 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
9.53.925.277 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
9.53.925.277 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

9.54.024.566 I srv    load_model: loaded multimodal model, '/home/wes/.cache/huggingface/hub/models--ggml-org--Qwen3.5-35B-A3B-GGUF/snapshots/3127ef0b7fd4f12626506419ceefde54fa8db53c/mmproj-Qwen3.5-35B-A3B-Q8_0.gguf'
9.54.037.758 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 262144, kv_unified = 'true'
9.54.040.148 I srv  llama_server: model loaded
9.54.040.152 I srv  llama_server: listening on http://0.0.0.0:8018
9.56.286.414 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.47.963.091 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  45087, progress = 0.41, t =   3.94 s / 11449.52 tokens per second
11.48.171.745 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  47135, progress = 0.43, t =   4.15 s / 11367.29 tokens per second
11.48.382.506 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  49183, progress = 0.45, t =   4.36 s / 11287.47 tokens per second
11.48.597.702 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  51231, progress = 0.47, t =   4.57 s / 11204.14 tokens per second
11.48.816.412 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  53279, progress = 0.49, t =   4.79 s / 11120.14 tokens per second
11.49.037.966 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  55327, progress = 0.50, t =   5.01 s / 11037.21 tokens per second
11.49.258.899 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  57375, progress = 0.52, t =   5.23 s / 10962.61 tokens per second
11.49.486.810 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  59423, progress = 0.54, t =   5.46 s / 10880.12 tokens per second
11.49.716.219 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  61471, progress = 0.56, t =   5.69 s / 10801.40 tokens per second
11.49.948.400 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  63519, progress = 0.58, t =   5.92 s / 10723.76 tokens per second
11.50.182.071 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  65567, progress = 0.60, t =   6.16 s / 10649.40 tokens per second
11.50.421.543 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  67615, progress = 0.62, t =   6.40 s / 10570.88 tokens per second
11.50.662.830 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  69663, progress = 0.63, t =   6.64 s / 10495.16 tokens per second
11.50.906.166 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  71711, progress = 0.65, t =   6.88 s / 10421.64 tokens per second
11.51.154.116 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  73759, progress = 0.67, t =   7.13 s / 10346.45 tokens per second
11.51.406.432 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  75807, progress = 0.69, t =   7.38 s / 10270.23 tokens per second
11.51.661.731 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  77855, progress = 0.71, t =   7.64 s / 10195.07 tokens per second
11.51.919.373 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  79903, progress = 0.73, t =   7.89 s / 10121.77 tokens per second
11.52.181.468 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  81951, progress = 0.75, t =   8.16 s / 10047.61 tokens per second
11.52.446.486 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  83999, progress = 0.77, t =   8.42 s / 9974.60 tokens per second
11.52.713.407 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  86047, progress = 0.78, t =   8.69 s / 9903.88 tokens per second
11.52.982.598 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  88095, progress = 0.80, t =   8.96 s / 9834.88 tokens per second
11.53.257.309 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  90143, progress = 0.82, t =   9.23 s / 9764.07 tokens per second
11.53.530.307 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  92191, progress = 0.84, t =   9.51 s / 9699.10 tokens per second
11.53.807.265 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  94239, progress = 0.86, t =   9.78 s / 9633.85 tokens per second
11.54.088.773 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  96287, progress = 0.88, t =  10.06 s / 9567.87 tokens per second
11.54.373.511 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens =  98335, progress = 0.90, t =  10.35 s / 9502.52 tokens per second
11.54.660.433 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens = 100383, progress = 0.91, t =  10.64 s / 9438.72 tokens per second
11.54.954.163 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens = 102431, progress = 0.93, t =  10.93 s / 9372.43 tokens per second
11.55.249.942 I slot print_timing: id  0 | task 20889 | prompt processing, n_tokens = 104479, progress = 0.95, t =  11.22 s / 9307.92 tokens per second
